"duration";"Q_RecaptchaScore";"Q_RelevantIDFraudScore";"gender";"nationality";"ethnicity";"age";"preferred_game_name";"gaming_time";"gaming_related_activities_time";"online_gaming_time";"offline_gaming_time";"playing_esports";"rank";"team_membership";"playing_with_offline_friends";"MOGQ_social1";"MOGQ_social2";"MOGQ_social3";"MOGQ_social4";"MOGQ_escape1";"MOGQ_escape2";"MOGQ_escape3";"MOGQ_escape4";"MOGQ_competition1";"MOGQ_competition2";"MOGQ_competition3";"MOGQ_competition4";"MOGQ_coping1";"MOGQ_coping2";"MOGQ_coping3";"MOGQ_coping4";"IGCQ_1";"IGCQ_2";"IGCQ_3";"IGCQ_4";"attention_check_1";"IGDS9SF_1";"IGDS9SF_2";"IGDS9SF_3";"IGDS9SF_4";"IGDS9SF_5";"IGDS9SF_6";"IGDS9SF_7";"IGDS9SF_8";"IGDS9SF_9";"GDT_1";"GDT_2";"GDT_3";"GDT_4";"IGD_alternative_criterion2";"IGD_alternative_criterion5";"IGD_alternative_criterion6";"IGD_alternative_criterion3";"IGD_alternative_craving";"IGD_alternative_health";"BFRS_1";"BFRS_2";"BFRS_3";"BFRS_4";"BFRS_5";"BFRS_6";"BFRS_7";"BSCS_1";"BSCS_2";"BSCS_3";"BSCS_4";"BSCS_5";"BSCS_6";"BSCS_7";"BSCS_8";"BSCS_9";"BSCS_10";"BSCS_11";"BSCS_12";"BSCS_13";"attention_check_2";"neuroticism_1";"neuroticism_2";"neuroticism_3";"neuroticism_4";"neuroticism_5";"neuroticism_6";"neuroticism_7";"neuroticism_8";"neuroticism_9";"neuroticism_10";"DJGLS_1";"DJGLS_2";"DJGLS_3";"DJGLS_4";"DJGLS_5";"DJGLS_6";"harm_avoidance_1";"harm_avoidance_2";"harm_avoidance_3";"harm_avoidance_4";"harm_avoidance_5";"harm_avoidance_6";"harm_avoidance_7";"harm_avoidance_8";"harm_avoidance_9";"harm_avoidance_10";"BAS_reward_1";"BAS_reward_2";"BAS_reward_3";"BAS_reward_4";"BAS_reward_5";"bot";"long1to3";"long1to4";"long1to5";"mahal1to3";"mahal1to4";"mahal1to5";"ac";"careless"
889;1;0;0;"Portuguese";"caucasian";18;"FPS";3;1;90;10;0;NA;0;4;NA;NA;3;3;4;NA;NA;2;3;NA;1;NA;NA;4;2;NA;2;2;3;2;0;2;2;3;3;1;2;2;5;1;3;3;3;2;4;3;2;4;5;3;3;2;NA;NA;3;3;NA;3;4;NA;4;3;NA;2;3;NA;NA;NA;NA;4;0;NA;4;NA;4;NA;2;NA;4;3;NA;3;NA;3;4;NA;NA;NA;3;5;NA;4;NA;NA;3;3;NA;1;2;NA;NA;1;0;2;1;3;11,0490919758246;2,56485314543304;0;0;0
998;1;0;0;"Chilean";"latin";21;"survival";6;6;20;80;0;NA;0;5;NA;1;NA;4;5;NA;NA;3;1;4;NA;NA;NA;4;2;NA;1;1;2;1;0;5;2;3;4;4;4;3;4;2;5;4;3;3;3;3;5;2;4;4;2;1;2;NA;NA;3;NA;3;NA;NA;NA;4;4;NA;1;NA;NA;2;4;2;0;NA;NA;3;4;NA;4;2;NA;NA;2;NA;NA;2;4;NA;2;NA;NA;4;4;5;NA;NA;2;3;NA;NA;1;2;NA;1;0;2;1;4;8,92905362566085;2,20302446773777;0;0;0
1265;1;0;0;"American";"White";19;"CS:GO";4;3;100;0;0;NA;0;3;4;NA;NA;2;5;NA;5;NA;1;NA;3;NA;5;5;NA;NA;1;3;1;2;0;5;4;3;4;2;2;1;4;1;4;5;1;3;5;2;3;3;4;1;3;1;NA;NA;NA;3;2;3;NA;3;1;NA;5;NA;2;1;NA;NA;3;NA;0;NA;NA;NA;5;4;5;NA;NA;5;3;3;NA;NA;5;NA;3;NA;3;5;5;NA;NA;NA;4;NA;5;1;2;NA;2;NA;0;1;2;3;14,6464042492796;2,5017045286888;0;0;0
420;0,9;0;0;"New Zealand";"Asian";21;"Destiny 2";8;2;100;0;0;NA;0;3;NA;NA;2;2;4;NA;NA;4;1;NA;1;NA;NA;5;3;NA;1;2;2;3;0;3;2;3;3;2;3;1;4;1;3;2;3;1;3;2;2;3;3;1;3;NA;3;NA;3;NA;3;1;1;NA;NA;NA;3;1;1;1;NA;NA;NA;4;0;2;NA;2;2;NA;3;2;NA;NA;NA;4;NA;NA;4;3;NA;1;3;5;2;NA;2;NA;NA;NA;NA;NA;2;1;NA;1;0;5;2;4;10,5284102932774;3,86941908695451;0;0;0
679;1;0;0;"Portuguese";"Caucasian";19;"FPS";2;3;100;0;1;"Supreme";0;5;1;NA;NA;1;2;1;NA;NA;4;NA;2;NA;NA;2;NA;2;1;1;1;1;0;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;NA;3;2;3;NA;NA;3;NA;3;3;4;NA;NA;4;NA;NA;4;4;NA;0;3;4;NA;1;NA;1;NA;4;NA;NA;NA;4;NA;5;2;NA;3;NA;5;2;4;NA;NA;NA;NA;2;2;3;NA;NA;2;0;4;1;9;10,4980282919952;7,86609177549688;0;0;0
584;0,9;5;0;"Greece";"Greek";21;"Call of Duty";4;1;30;70;0;NA;0;4;NA;1;NA;3;4;3;NA;NA;3;NA;NA;2;2;2;NA;NA;1;1;1;1;0;1;2;1;2;1;1;1;3;2;2;1;1;2;1;2;1;2;2;3;3;NA;3;NA;NA;3;3;4;NA;5;NA;NA;2;NA;4;5;5;NA;4;NA;0;3;3;NA;4;2;2;NA;NA;NA;NA;NA;NA;4;5;4;NA;2;NA;4;4;NA;NA;NA;4;3;NA;NA;1;NA;1;2;0;4;2;3;7,10593058526505;3,90525499959448;0;0;0
608;1;0;1;"Portuguese";"White";29;"Final Fantasy e Kingdom Hearts";7;8;22;78;0;NA;0;3;4;NA;NA;5;4;4;NA;NA;2;NA;NA;2;NA;5;NA;5;1;2;2;2;0;2;2;3;2;2;2;1;4;1;2;2;3;1;2;2;2;2;3;2;2;2;NA;NA;2;2;NA;3;NA;3;NA;NA;NA;4;3;NA;4;NA;4;3;0;NA;NA;NA;3;1;4;2;5;NA;NA;NA;NA;3;4;NA;3;3;4;5;NA;NA;NA;NA;1;3;NA;2;1;NA;1;NA;0;7;2;4;4,00485185606575;4,40198295291892;0;0;0
828;1;0;1;"German";"White/Caucasian";26;"VRChat (game) - Virtual Reality (genre)";10;18;85;15;0;NA;1;1;NA;5;NA;5;5;NA;5;NA;1;NA;NA;1;NA;5;NA;4;2;1;2;3;0;4;2;1;1;1;2;2;5;3;1;2;1;1;3;1;3;3;2;3;2;1;NA;NA;3;2;NA;2;NA;NA;2;NA;1;NA;1;NA;1;1;NA;2;0;3;NA;5;5;NA;4;3;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;4;2;NA;1;NA;NA;4;3;1;2;NA;2;NA;0;1;2;4;13,2421600985182;2,5017045286888;0;0;0
516;1;0;0;"Canada";"Native American";18;"First Person Shooter";3;6;20;80;0;NA;0;3;NA;2;NA;2;5;5;NA;NA;1;NA;NA;3;4;4;NA;NA;1;1;2;1;0;3;2;1;1;1;2;1;3;1;2;1;3;3;2;2;4;1;4;4;2;NA;NA;NA;2;3;3;5;3;NA;NA;2;4;NA;3;1;1;NA;NA;NA;1;NA;NA;NA;3;NA;2;1;2;1;NA;NA;2;NA;2;NA;2;5;3;5;NA;NA;NA;5;3;NA;NA;2;1;NA;2;NA;0;2;1;3;8,73338747440609;3,75797047586412;0;0;0
563;1;0;0;"Czech";"Czech";19;"Survival games";6;4;95;5;0;NA;0;4;NA;3;NA;4;3;NA;3;NA;4;NA;NA;4;NA;3;NA;3;1;2;1;2;0;3;2;2;2;2;2;1;4;1;2;3;4;1;2;3;3;2;3;2;2;1;2;2;NA;NA;NA;3;3;NA;NA;NA;2;NA;3;3;NA;NA;3;4;0;4;NA;3;2;2;3;NA;NA;NA;NA;3;3;NA;2;NA;NA;NA;NA;2;NA;4;NA;2;4;NA;4;NA;2;3;NA;2;0;2;1;5;4,29140678691675;5,55671512558049;0;0;0
317;1;0;0;"British";"White";25;"Call of Duty Warzone";4;1;95;5;0;NA;0;5;NA;3;NA;4;3;NA;NA;3;2;NA;NA;2;3;3;NA;NA;1;1;2;2;0;3;3;4;3;3;3;2;4;3;2;4;3;3;3;3;3;3;3;3;2;NA;2;2;NA;NA;2;5;2;NA;NA;2;5;NA;5;3;NA;NA;NA;3;0;4;NA;NA;4;4;4;NA;NA;NA;4;1;NA;NA;2;NA;1;NA;4;3;3;NA;3;NA;NA;2;NA;2;2;2;NA;NA;0;6;3;8;4,30720746196051;1,60234360706829;0;0;0
330;1;0;0;"American";"Latino";24;"Genshin Impact";4;3;90;10;0;NA;0;5;3;NA;NA;2;5;NA;5;NA;3;NA;3;NA;NA;4;1;NA;1;2;1;2;0;2;2;2;3;3;1;1;3;1;3;2;2;1;2;4;1;3;3;4;2;NA;3;NA;2;NA;2;3;NA;2;3;NA;NA;NA;2;NA;NA;3;5;4;0;NA;1;3;1;NA;4;3;NA;NA;NA;NA;5;NA;5;5;NA;2;3;4;NA;5;NA;NA;NA;5;NA;NA;1;2;NA;1;0;2;1;3;5,83930121215682;2,20302446773777;0;0;0
854;0,9;0;0;"Polish";"White";18;"World of Warcraft";5;1;80;20;0;NA;1;5;NA;2;NA;1;3;NA;1;NA;5;NA;5;NA;NA;4;2;NA;1;2;1;1;0;2;1;2;1;1;1;1;3;1;1;1;1;1;1;1;1;1;3;2;3;NA;3;3;NA;NA;2;5;5;4;4;NA;NA;NA;5;4;NA;5;NA;NA;0;NA;1;1;1;NA;1;NA;NA;3;NA;NA;5;NA;5;5;NA;NA;NA;3;NA;NA;5;3;NA;3;5;1;1;2;NA;NA;0;3;2;9;12,6981346725603;2,38791576888089;0;0;0
626;0,8;0;0;"India";"Indian";26;"Action";1;0;69;31;0;NA;0;4;2;NA;NA;4;2;NA;4;NA;3;2;NA;NA;NA;2;1;NA;1;1;1;1;0;2;1;2;1;2;2;2;3;2;2;2;2;3;1;2;2;2;2;2;2;2;2;NA;NA;NA;2;4;NA;NA;NA;4;4;3;3;NA;3;NA;NA;4;0;4;NA;NA;2;NA;2;4;4;NA;NA;NA;NA;2;4;1;NA;NA;NA;4;NA;NA;2;3;4;NA;4;2;2;NA;NA;1;0;4;2;5;3,4544151469329;3,11555910965918;0;0;0
490;1;0;0;"polish";"white";20;"fps";3;1;70;30;0;NA;0;5;3;NA;NA;4;2;1;NA;NA;4;4;NA;NA;2;3;NA;NA;1;2;1;1;0;3;2;1;2;1;1;2;3;1;1;1;1;1;2;1;2;2;3;3;3;NA;NA;3;NA;3;3;2;2;NA;NA;NA;NA;NA;2;2;NA;5;1;3;0;NA;NA;4;5;NA;5;3;NA;NA;3;NA;5;4;3;NA;NA;NA;2;3;NA;NA;NA;3;4;2;NA;NA;1;1;2;NA;0;4;2;5;7,71694362339821;3,99361723307822;0;0;0
332;1;0;1;"USA";"Chinese Cambodian";19;"RPG";2;2;72;28;0;NA;0;3;1;NA;NA;1;5;2;NA;NA;1;NA;NA;1;NA;4;NA;3;1;2;2;1;0;1;1;1;1;2;1;1;2;1;1;2;2;1;3;1;1;1;2;1;2;NA;2;NA;2;3;NA;3;NA;NA;NA;NA;3;1;2;2;NA;3;2;NA;0;4;NA;NA;1;NA;1;NA;NA;2;3;3;NA;NA;4;1;NA;NA;NA;4;1;4;NA;NA;NA;4;2;NA;2;2;2;NA;0;3;3;4;6,65084502417102;1,00192336755588;0;0;0
2054;1;0;0;"American";"Caucasian";26;"World of Warcraft";14;5;30;70;0;NA;0;3;2;NA;NA;3;4;NA;NA;2;2;NA;1;NA;NA;4;1;NA;1;2;2;2;0;1;1;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;2;NA;NA;1;NA;2;2;4;5;3;NA;NA;NA;NA;3;3;NA;4;NA;5;0;NA;NA;1;1;1;2;NA;1;NA;NA;NA;NA;2;3;NA;3;4;NA;5;3;NA;2;NA;NA;NA;3;NA;2;3;NA;3;0;4;2;5;8,93592174709765;11,4320616564131;0;0;0
613;1;0;0;"Portuguese";"White";19;"Counter Strike Global Offensive";7;3;70;30;0;NA;0;4;NA;NA;3;3;2;2;NA;NA;3;NA;NA;2;3;4;NA;NA;1;2;1;1;0;3;1;1;1;1;2;2;1;2;1;2;2;2;2;3;3;3;2;3;2;2;2;NA;2;NA;NA;3;NA;NA;3;3;3;3;3;NA;3;NA;NA;NA;0;NA;3;NA;2;2;3;NA;2;NA;NA;NA;3;NA;4;NA;3;2;NA;4;NA;NA;3;3;NA;NA;3;3;2;NA;2;NA;0;4;2;9;4,15470720750687;9,1519281271535;0;0;0
691;0,9;0;0;"british";"white";34;"fifa";2;0;53;47;0;NA;0;1;NA;NA;4;2;2;3;NA;NA;4;NA;3;NA;3;2;NA;NA;1;1;2;1;0;1;3;3;2;1;1;1;4;1;1;1;1;1;1;1;1;1;3;3;2;NA;3;3;2;NA;NA;5;1;NA;NA;NA;NA;NA;4;5;5;4;NA;2;0;5;NA;NA;4;NA;3;NA;NA;4;3;NA;3;NA;5;1;NA;NA;NA;5;NA;5;NA;4;3;4;NA;NA;2;NA;1;1;0;2;2;9;10,4503457901369;3,15388555354254;0;0;0
396;1;0;1;"Scottish";"White";34;"Bloodborne";4;2;0;100;0;NA;0;2;2;NA;NA;3;4;NA;3;NA;1;2;NA;NA;4;4;NA;NA;1;1;2;3;0;1;1;1;1;2;1;1;3;2;2;3;1;2;2;2;3;2;3;3;2;NA;NA;1;NA;2;2;3;3;3;NA;NA;NA;NA;2;2;NA;3;NA;3;0;NA;2;NA;4;3;4;NA;2;NA;NA;4;NA;4;4;NA;NA;4;NA;4;NA;4;2;NA;NA;NA;3;1;1;NA;2;NA;0;2;2;5;13,7669413716833;3,07377004801251;0;0;0
1615;1;0;0;"Venezuelan";"Latini";32;"FIFA";1;1;40;60;0;NA;0;3;2;NA;NA;3;2;4;NA;NA;4;4;NA;NA;NA;4;1;NA;1;2;1;2;0;1;2;2;1;1;1;1;3;1;2;2;1;1;1;2;1;1;2;1;3;3;NA;3;NA;NA;3;4;NA;5;5;NA;NA;3;3;NA;NA;5;4;NA;0;NA;1;2;1;NA;4;1;NA;NA;NA;NA;4;NA;4;3;NA;NA;2;4;2;NA;NA;5;3;NA;NA;NA;1;NA;2;1;0;4;1;4;12,0887378043438;2,7472612372157;0;0;0
985;1;0;1;"BRITISH";"WHITE";27;"SIMS";4;2;5;95;0;NA;0;1;NA;1;NA;3;3;NA;4;NA;2;NA;2;NA;NA;4;2;NA;1;1;1;1;0;2;1;3;2;2;1;1;3;1;1;3;1;1;1;1;1;2;2;1;2;2;2;NA;2;NA;NA;4;4;NA;NA;2;NA;NA;3;NA;2;4;4;NA;0;1;1;NA;2;NA;4;4;NA;NA;NA;4;NA;NA;4;NA;3;5;NA;5;NA;3;2;NA;NA;2;NA;NA;2;NA;1;1;0;4;2;5;2,7599344661039;3,15388555354254;0;0;0
569;1;5;0;"Greek";"Greek";20;"Hearthstone";3;3;90;10;0;NA;0;4;4;NA;NA;4;5;NA;5;NA;4;NA;NA;3;NA;4;NA;3;2;2;2;2;0;4;4;3;3;4;3;3;4;3;2;4;4;2;5;4;5;4;4;5;3;1;2;NA;NA;3;NA;2;3;NA;1;1;NA;NA;4;NA;3;NA;NA;4;0;4;NA;4;5;NA;4;4;NA;NA;NA;NA;NA;2;3;NA;2;1;NA;4;4;NA;1;NA;NA;NA;3;2;1;NA;2;NA;0;4;1;2;9,11808210796399;3,75797047586412;0;0;0
1129;1;0;0;"Polish";"White";21;"Chess, Teamfight Tactics";3;7;100;0;0;NA;0;3;NA;NA;4;4;4;3;NA;NA;5;5;NA;NA;NA;2;NA;3;2;3;2;2;0;4;3;2;3;1;4;1;5;1;4;2;5;1;3;1;5;3;3;5;2;NA;NA;3;3;3;NA;3;NA;1;5;3;NA;NA;2;NA;NA;4;2;NA;0;NA;3;3;2;NA;3;NA;NA;2;NA;1;4;NA;4;NA;NA;NA;5;4;NA;NA;2;NA;3;4;NA;1;1;NA;1;NA;0;3;3;3;13,0252370703596;1,95416409459535;0;0;0
725;0,8;0;0;"Spanish";"White";28;"First person shooters";1;1;10;90;0;NA;0;4;NA;1;NA;1;3;NA;NA;2;4;NA;4;NA;NA;3;1;NA;1;1;1;2;0;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;NA;NA;1;2;NA;2;4;NA;2;NA;1;4;3;3;NA;2;NA;NA;NA;1;NA;NA;NA;1;2;1;2;3;NA;NA;NA;2;NA;1;2;NA;NA;1;4;NA;3;NA;5;4;NA;NA;NA;3;4;NA;2;0;3;1;8;8,79466843460151;19,5682525635652;0;0;0
527;1;0;0;"indian";"indian";28;"red dead redemption 2";2;3;10;90;0;NA;0;2;3;NA;NA;1;4;NA;2;NA;2;3;NA;NA;3;2;NA;NA;1;3;3;2;0;4;3;2;2;2;4;1;4;3;3;3;3;4;3;4;4;2;3;1;2;3;3;NA;2;NA;NA;3;3;2;NA;NA;2;3;2;NA;1;NA;NA;NA;0;NA;5;4;4;NA;2;3;NA;NA;NA;1;NA;2;4;NA;NA;NA;NA;5;3;NA;2;3;4;NA;NA;NA;2;NA;1;3;0;2;1;4;19,3315080222682;10,6148669891237;0;0;0
347;1;0;0;"vietnamese";"asian";25;"moba";4;3;50;50;1;"gold";0;2;NA;NA;2;2;4;NA;2;NA;3;NA;3;NA;2;3;NA;NA;1;1;1;1;0;3;2;2;3;1;2;3;3;2;3;2;3;2;2;2;3;2;1;3;3;NA;NA;2;3;NA;3;2;NA;NA;5;2;NA;2;2;NA;2;NA;2;NA;0;4;NA;NA;4;NA;4;NA;NA;2;3;NA;4;NA;4;NA;2;NA;2;4;NA;NA;NA;2;NA;3;2;2;2;2;NA;NA;0;4;3;4;6,90320777004218;1,60234360706829;0;0;0
1036;1;0;1;"Polish";"White";18;"League of Legends";5;1;85;15;0;NA;0;3;NA;NA;2;4;5;NA;5;NA;2;NA;NA;3;4;4;NA;NA;3;3;3;3;0;4;3;4;3;3;4;4;5;4;5;4;4;4;4;3;3;3;5;4;2;1;1;NA;NA;1;NA;2;NA;3;NA;1;NA;NA;2;1;2;NA;3;NA;0;NA;NA;NA;4;4;4;4;5;NA;NA;NA;NA;3;2;NA;4;3;NA;4;NA;5;4;NA;NA;NA;4;1;1;NA;1;NA;0;4;3;4;23,4015521695821;1,95416409459535;0;0;0
337;1;0;1;"Portuguese";"White";30;"RPG";3;1;76;24;0;NA;0;1;NA;1;NA;3;5;5;NA;NA;3;3;NA;NA;NA;4;2;NA;1;2;2;1;0;1;1;3;1;3;1;1;5;1;3;3;2;1;2;2;1;2;3;2;3;3;3;NA;NA;2;NA;2;NA;3;NA;NA;5;3;3;NA;NA;NA;4;5;0;NA;NA;4;3;5;4;4;NA;NA;NA;2;NA;NA;3;3;NA;5;NA;5;NA;NA;4;5;5;NA;NA;1;1;NA;1;NA;0;3;3;3;14,9261841018716;1,95416409459535;0;0;0
710;1;0;0;"Poland";"white";22;"Gta Online";9;10;64;36;0;NA;0;2;NA;5;NA;2;2;NA;NA;4;3;NA;NA;3;NA;2;NA;1;1;2;1;2;0;4;3;4;3;2;1;1;3;1;3;3;1;1;1;3;4;2;4;2;3;1;NA;2;NA;2;NA;1;NA;NA;2;NA;NA;2;2;NA;3;1;3;NA;1;3;NA;NA;3;NA;2;NA;NA;4;4;2;NA;NA;4;NA;4;NA;2;4;4;NA;NA;NA;1;5;NA;1;2;NA;NA;2;0;2;2;4;9,27219970327257;2,90034372737243;0;0;0
452;1;0;0;"American United States";"White";38;"DayZ";2;3;75;25;0;NA;0;3;NA;2;NA;2;4;NA;3;NA;2;NA;1;NA;3;3;NA;NA;1;1;1;1;0;3;2;3;2;3;1;1;4;2;3;2;3;2;2;3;2;3;4;3;2;NA;NA;2;2;NA;2;3;NA;3;2;NA;2;NA;3;2;NA;NA;NA;3;0;NA;3;NA;4;2;3;NA;4;NA;NA;NA;4;NA;2;2;NA;4;NA;3;3;NA;NA;3;3;NA;NA;NA;1;NA;1;2;0;4;2;4;2,49124665903786;3,90525499959448;0;0;0
554;1;0;0;"portuguese";"white";20;"runescape";9;6;87;13;1;"Distinguished Master";0;5;2;NA;NA;3;1;NA;NA;1;3;3;NA;NA;NA;2;1;NA;1;1;1;1;0;3;1;2;2;2;1;1;2;1;2;3;3;1;1;2;1;2;3;1;2;NA;2;2;2;NA;NA;3;NA;NA;3;3;3;4;1;NA;NA;NA;4;NA;0;NA;3;2;4;NA;2;NA;NA;2;NA;3;NA;4;4;NA;NA;2;NA;4;NA;4;3;NA;NA;NA;3;1;1;1;NA;NA;0;4;3;4;2,49920826967762;2,48095224426469;0;0;0
396;1;0;1;"British";"White";22;"Roguelike or simulation/sandbox games";2;3;29;71;0;NA;0;2;NA;2;NA;3;2;NA;NA;2;3;2;NA;NA;NA;4;1;NA;1;1;1;2;0;3;1;2;1;4;1;1;3;5;1;2;2;2;2;4;2;3;4;2;3;NA;3;NA;3;NA;3;4;4;NA;3;NA;NA;4;3;NA;3;2;NA;NA;0;2;NA;NA;4;4;4;NA;NA;NA;2;4;NA;NA;2;2;NA;1;NA;4;2;4;NA;NA;NA;NA;3;3;2;NA;2;NA;0;4;2;4;6,74278399102232;9,1519281271535;0;0;0
483;0,8;0;0;"Mexican";"Latino";31;"Adventure";2;10;10;90;0;NA;0;3;3;NA;NA;2;1;1;NA;NA;2;2;NA;NA;NA;2;1;NA;2;2;3;2;0;2;2;1;2;2;1;1;2;1;3;2;2;1;3;2;2;2;3;2;2;1;NA;NA;2;2;NA;5;NA;3;NA;NA;NA;1;5;NA;3;NA;1;2;0;NA;1;NA;1;NA;2;NA;NA;4;2;NA;3;NA;4;NA;3;3;NA;5;3;NA;1;NA;NA;NA;4;1;4;NA;1;NA;0;2;1;3;8,2409839657654;29,6315732614399;0;0;0
347;1;0;1;"Mexican";"Latino";19;"call of duty and among us";4;5;52;48;1;"Master";0;3;NA;NA;5;4;4;5;NA;NA;2;NA;4;NA;3;4;NA;NA;2;2;2;3;0;2;3;3;2;5;3;3;4;4;3;3;3;4;4;4;5;4;5;3;2;1;NA;NA;NA;2;2;3;NA;2;3;2;2;NA;2;2;NA;NA;NA;NA;0;NA;NA;3;4;NA;1;NA;NA;2;2;2;NA;NA;4;NA;2;NA;3;4;3;2;NA;NA;4;NA;NA;2;3;2;NA;NA;0;3;1;3;6,44560651390057;7,97705447544614;0;0;0
416;0,9;0;1;"China";"Chinese";24;"role play";4;1;45;55;0;NA;0;3;3;NA;NA;2;2;NA;2;NA;2;NA;NA;2;NA;2;3;NA;2;1;1;2;0;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;3;1;3;NA;NA;3;NA;3;3;3;NA;NA;NA;NA;NA;3;4;NA;5;2;5;5;0;NA;1;NA;2;2;2;NA;1;NA;NA;5;NA;4;4;NA;NA;5;NA;4;NA;5;NA;NA;NA;4;5;NA;2;1;NA;1;0;4;2;7;9,39983186899072;3,86941908695451;0;0;0
571;0,9;0;1;"portuguese";"white";20;"Pubg";3;1;90;10;0;NA;1;4;NA;1;NA;3;5;NA;NA;5;4;NA;1;NA;4;3;NA;NA;2;2;1;1;0;2;1;3;2;1;2;1;5;1;3;2;2;2;2;2;3;3;4;2;2;2;NA;NA;3;NA;3;3;2;NA;2;4;NA;NA;3;2;2;NA;NA;NA;0;3;NA;NA;1;NA;2;NA;NA;2;4;NA;NA;1;3;4;NA;NA;4;4;4;NA;NA;NA;NA;4;3;NA;1;2;NA;1;0;2;1;5;12,0000090279647;2,20302446773777;0;0;0
673;1;0;0;"Portuguese";"Latino";20;"FIFA 21";3;9;90;10;1;"Gold 2";0;4;NA;NA;4;3;2;NA;NA;2;4;4;NA;NA;NA;3;2;NA;1;1;1;2;0;5;2;2;3;3;3;3;3;2;2;4;4;2;2;4;5;3;3;3;3;2;NA;3;NA;NA;3;3;NA;1;NA;3;4;2;3;NA;NA;NA;3;NA;0;NA;NA;2;2;NA;3;2;NA;4;NA;NA;4;NA;4;3;NA;NA;4;3;2;2;NA;NA;4;NA;NA;NA;2;2;NA;1;0;3;2;5;8,43457125318082;1,94170843743358;0;0;0
384;1;0;0;"Portuguese";"Caucassian";20;"The Sims 4";8;1;10;90;0;NA;0;2;NA;1;NA;4;4;4;NA;NA;1;NA;NA;2;NA;4;NA;3;1;2;1;2;0;1;2;1;1;2;1;1;3;1;1;2;1;2;1;3;1;2;2;2;2;NA;2;NA;2;NA;2;5;4;4;5;4;NA;NA;5;5;NA;NA;NA;NA;0;2;NA;1;4;NA;2;NA;NA;2;NA;NA;5;5;5;NA;NA;NA;4;5;NA;5;NA;NA;4;1;NA;NA;1;1;NA;2;0;5;2;3;3,23832942708625;4,52062470242388;0;0;0
231;1;0;0;"Portuguese";"White";18;"Sports";3;1;90;10;0;NA;0;5;NA;NA;3;3;3;NA;4;NA;3;5;NA;NA;NA;1;NA;4;2;2;2;1;0;3;1;2;4;3;3;2;2;2;2;3;4;2;2;3;3;4;5;2;2;2;NA;1;NA;1;NA;2;4;NA;NA;NA;4;5;2;NA;4;3;NA;NA;0;NA;1;NA;1;4;4;NA;NA;4;NA;NA;3;NA;2;NA;4;NA;3;1;NA;NA;NA;5;3;NA;4;1;1;NA;3;NA;0;3;2;4;16,7494686817947;11,2555002997474;0;0;0
394;0,9;0;0;"Australian";"Caucasian";32;"Eve Online";4;1;90;10;0;NA;1;5;NA;NA;4;4;3;2;NA;NA;3;2;NA;NA;NA;4;NA;4;1;1;1;2;0;1;2;1;1;1;1;1;2;1;1;1;1;1;3;2;2;2;4;1;3;2;NA;3;NA;3;NA;4;4;3;5;NA;NA;NA;4;NA;4;NA;NA;3;0;2;NA;NA;2;1;1;NA;2;NA;NA;NA;NA;NA;4;3;3;NA;3;2;NA;NA;2;5;NA;5;NA;NA;3;NA;3;2;0;3;2;5;6,91347098544774;11,6677239592831;0;0;0
705;1;0;0;"British";"Asian-British";19;"Sports";8;3;95;5;0;NA;0;3;NA;2;NA;3;5;NA;4;NA;5;NA;2;NA;NA;5;2;NA;2;1;2;2;0;4;4;4;2;2;1;1;3;1;3;4;3;2;4;2;2;3;4;3;2;1;NA;2;NA;2;NA;3;NA;4;NA;NA;3;NA;3;3;NA;NA;2;2;0;NA;5;NA;5;NA;4;3;4;NA;NA;NA;NA;NA;1;2;3;3;NA;4;NA;4;NA;NA;1;4;NA;2;2;1;NA;NA;0;3;2;3;5,59462627785334;4,63337319536942;0;0;0
432;1;0;0;"turkish";"turkish";32;"noita";2;2;90;10;0;NA;0;4;1;NA;NA;1;2;NA;NA;2;2;NA;2;NA;NA;3;1;NA;2;1;1;2;0;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;3;NA;3;NA;3;3;NA;2;NA;2;NA;NA;NA;NA;1;4;3;3;NA;5;0;NA;NA;NA;1;NA;4;3;1;NA;2;4;NA;4;4;NA;NA;NA;NA;5;3;NA;NA;5;NA;2;5;2;1;NA;NA;2;0;4;1;9;7,62447797791936;4,39609939501447;0;0;0
1251;1;0;0;"Poland";"None";26;"RPG";2;0;10;90;0;NA;0;3;NA;NA;2;1;1;NA;NA;2;2;NA;2;NA;NA;3;NA;3;1;1;1;1;0;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;NA;3;NA;2;3;NA;4;NA;NA;3;4;NA;NA;3;4;NA;5;NA;5;0;3;NA;NA;4;1;3;NA;NA;NA;1;NA;NA;NA;3;4;4;NA;3;3;NA;NA;NA;2;3;NA;3;NA;2;2;NA;2;0;4;3;9;6,02060265770474;1,42839337767355;0;0;0
