"duration";"Q_RecaptchaScore";"Q_RelevantIDFraudScore";"gender";"nationality";"ethnicity";"age";"preferred_game_name";"gaming_time";"gaming_related_activities_time";"online_gaming_time";"offline_gaming_time";"playing_esports";"rank";"team_membership";"playing_with_offline_friends";"MOGQ_social1";"MOGQ_social2";"MOGQ_social3";"MOGQ_social4";"MOGQ_escape1";"MOGQ_escape2";"MOGQ_escape3";"MOGQ_escape4";"MOGQ_competition1";"MOGQ_competition2";"MOGQ_competition3";"MOGQ_competition4";"MOGQ_coping1";"MOGQ_coping2";"MOGQ_coping3";"MOGQ_coping4";"IGCQ_1";"IGCQ_2";"IGCQ_3";"IGCQ_4";"attention_check_1";"IGDS9SF_1";"IGDS9SF_2";"IGDS9SF_3";"IGDS9SF_4";"IGDS9SF_5";"IGDS9SF_6";"IGDS9SF_7";"IGDS9SF_8";"IGDS9SF_9";"GDT_1";"GDT_2";"GDT_3";"GDT_4";"IGD_alternative_criterion2";"IGD_alternative_criterion5";"IGD_alternative_criterion6";"IGD_alternative_criterion3";"IGD_alternative_craving";"IGD_alternative_health";"BFRS_1";"BFRS_2";"BFRS_3";"BFRS_4";"BFRS_5";"BFRS_6";"BFRS_7";"BSCS_1";"BSCS_2";"BSCS_3";"BSCS_4";"BSCS_5";"BSCS_6";"BSCS_7";"BSCS_8";"BSCS_9";"BSCS_10";"BSCS_11";"BSCS_12";"BSCS_13";"attention_check_2";"neuroticism_1";"neuroticism_2";"neuroticism_3";"neuroticism_4";"neuroticism_5";"neuroticism_6";"neuroticism_7";"neuroticism_8";"neuroticism_9";"neuroticism_10";"DJGLS_1";"DJGLS_2";"DJGLS_3";"DJGLS_4";"DJGLS_5";"DJGLS_6";"harm_avoidance_1";"harm_avoidance_2";"harm_avoidance_3";"harm_avoidance_4";"harm_avoidance_5";"harm_avoidance_6";"harm_avoidance_7";"harm_avoidance_8";"harm_avoidance_9";"harm_avoidance_10";"BAS_reward_1";"BAS_reward_2";"BAS_reward_3";"BAS_reward_4";"BAS_reward_5"
659;1;0;1;"British";"White";50;"Beat Saber";2;0;0;100;0;NA;0;3;NA;1;NA;1;4;4;NA;NA;2;2;NA;NA;NA;4;NA;4;1;1;2;1;1;1;1;3;3;2;1;1;3;1;1;2;1;1;2;2;1;2;3;1;2;NA;NA;2;2;NA;2;3;4;NA;NA;4;NA;4;1;NA;NA;4;NA;2;1;NA;NA;4;2;1;4;NA;NA;4;NA;NA;NA;5;3;3;NA;5;5;5;1;1;NA;NA;NA;NA;NA;1;2;NA;2;NA
356;0,9;0;0;"English";"White";49;"football manager";2;0;1;99;0;NA;0;1;NA;1;NA;4;2;NA;NA;1;1;NA;1;NA;NA;2;NA;2;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;3;1;3;2;3;NA;NA;3;NA;3;NA;NA;NA;4;2;2;3;3;2;NA;NA;NA;1;2;1;NA;2;2;3;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;4;2;NA;5;NA;NA;3;3;NA;2;1;2;NA
886;0,9;0;0;"British";"Black";28;"Action/Adventure";5;5;20;80;0;NA;0;2;2;NA;NA;3;4;NA;2;NA;2;NA;3;NA;4;4;NA;NA;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;1;2;3;2;2;2;1;3;NA;2;NA;3;NA;3;4;NA;1;1;1;NA;NA;3;NA;1;5;NA;NA;1;NA;NA;2;1;1;2;NA;NA;NA;4;NA;NA;3;2;2;NA;5;NA;4;NA;1;2;5;NA;NA;NA;2;2;NA;3;NA
1572;0,9;10;0;"American";"latino";38;"earth defense force";2;1;6;94;0;NA;0;3;2;NA;NA;2;2;NA;NA;2;2;NA;2;NA;NA;2;NA;3;1;1;1;1;1;1;2;1;1;2;2;1;2;1;2;2;1;1;2;2;1;2;3;1;3;NA;3;NA;NA;3;3;4;NA;NA;2;2;4;4;3;NA;NA;NA;4;NA;1;3;NA;NA;1;NA;3;NA;4;4;NA;NA;2;2;2;NA;NA;3;NA;4;NA;NA;3;2;NA;2;NA;2;2;NA;2;NA
305;1;0;0;"English";"White";19;"Battle royale";4;4;90;10;0;NA;1;1;NA;2;NA;3;4;3;NA;NA;5;NA;NA;5;NA;4;NA;2;1;2;1;2;1;5;3;3;1;1;2;1;3;2;3;4;4;3;3;3;2;4;2;1;3;NA;3;NA;2;NA;2;3;3;NA;NA;NA;4;5;3;3;2;NA;NA;NA;1;NA;NA;NA;1;NA;1;4;NA;5;3;2;NA;NA;4;2;NA;NA;NA;2;NA;NA;NA;4;4;4;4;NA;2;1;1;NA
358;1;0;0;"British";"White caucasian";29;"Battle Royale";2;1;60;40;0;NA;0;2;NA;1;NA;1;2;NA;2;NA;3;NA;NA;2;4;4;NA;NA;1;1;1;2;1;1;1;1;1;2;1;1;3;1;1;1;2;1;1;1;1;1;2;1;2;2;3;NA;2;NA;NA;4;NA;3;4;NA;NA;NA;3;NA;NA;4;2;1;1;NA;NA;4;2;2;3;NA;NA;NA;3;4;NA;NA;2;NA;3;1;2;4;NA;4;NA;NA;2;NA;NA;2;2;NA;1;NA
373;1;5;0;"British";"Asian - Bangladeshi";25;"Fighting";4;6;95;5;1;"Silver/Gold";0;5;3;NA;NA;4;4;4;NA;NA;4;4;NA;NA;NA;5;2;NA;1;1;1;1;1;4;1;3;4;3;1;1;3;1;3;2;3;2;4;2;1;4;4;1;2;1;2;2;NA;NA;NA;3;NA;NA;NA;NA;3;4;2;4;NA;3;3;NA;1;NA;2;NA;3;1;2;NA;4;NA;NA;3;1;NA;1;NA;NA;5;4;3;NA;NA;NA;3;3;NA;NA;1;2;NA;NA;2
984;1;0;0;"Italian";"Caucasian";19;"League of Legends";6;1;75;25;0;NA;0;4;NA;NA;3;4;2;1;NA;NA;5;4;NA;NA;NA;4;2;NA;2;3;1;2;1;1;3;2;1;2;1;1;2;1;3;2;3;2;4;3;1;2;5;4;3;2;3;3;NA;NA;NA;1;2;NA;4;NA;4;NA;3;NA;NA;NA;4;4;1;NA;2;NA;4;1;2;NA;4;NA;NA;4;NA;NA;2;NA;3;3;NA;5;4;NA;NA;1;5;NA;NA;1;1;1;NA;NA
681;0,9;0;0;"American";"White";34;"MMORPGs";2;1;70;30;0;NA;0;3;NA;NA;3;3;4;NA;NA;2;2;1;NA;NA;NA;4;NA;4;1;2;1;3;1;2;3;3;1;1;1;1;4;1;2;2;3;2;3;1;1;1;3;2;3;NA;3;3;NA;NA;3;2;NA;1;NA;4;3;2;2;NA;4;NA;NA;NA;1;2;NA;2;2;NA;4;4;NA;NA;NA;NA;3;NA;3;NA;4;NA;5;5;NA;1;NA;NA;1;2;NA;NA;2;2;2;NA
658;0,9;0;0;"Portugal";"White";23;"Minecraft";1;0;81;19;0;NA;0;1;1;NA;NA;2;3;NA;NA;1;2;NA;1;NA;NA;3;NA;2;1;1;1;1;1;1;1;1;2;1;1;1;3;1;1;1;1;2;2;2;2;1;2;1;2;NA;2;NA;2;NA;2;2;NA;NA;2;NA;2;NA;2;NA;4;NA;2;4;1;2;NA;2;4;NA;2;NA;4;NA;NA;3;NA;4;3;NA;NA;5;3;4;NA;NA;NA;4;NA;2;NA;1;1;NA;NA;1
417;0,9;0;0;"American";"Asian";20;"First Person Shooter";2;1;80;20;0;NA;0;4;NA;NA;2;2;2;NA;NA;2;2;NA;NA;2;NA;3;NA;3;1;1;1;2;1;2;1;1;2;1;3;2;1;1;1;2;1;2;1;1;1;1;3;2;2;NA;NA;1;2;NA;1;3;3;2;3;NA;NA;NA;3;NA;3;4;NA;NA;1;NA;NA;4;1;NA;4;4;NA;NA;4;NA;NA;4;2;NA;3;2;NA;3;2;NA;3;3;NA;NA;NA;NA;2;2;NA;3
563;1;0;1;"american";"half jamaican half mexican";22;"mario maker 2";4;1;50;50;0;NA;0;1;NA;3;NA;2;4;NA;5;NA;2;NA;NA;2;NA;4;1;NA;1;1;2;1;1;4;2;4;3;3;4;2;4;2;3;3;4;3;3;3;4;3;4;1;1;NA;1;NA;2;NA;2;3;NA;NA;NA;4;3;NA;4;5;5;NA;4;NA;1;NA;2;NA;2;NA;1;4;NA;NA;1;2;5;NA;5;NA;NA;3;NA;5;NA;2;NA;NA;4;NA;3;NA;1;1;1;NA
424;1;0;0;"Portuguese";"White";20;"CS:GO, FPS";3;8;90;10;1;"Legendary Eagle Master";0;3;2;NA;NA;5;5;NA;5;NA;5;5;NA;NA;NA;4;NA;2;2;2;3;1;1;3;2;4;3;2;2;1;4;1;2;3;3;1;2;2;4;4;4;3;2;1;NA;NA;NA;3;2;3;NA;5;NA;4;NA;5;2;5;NA;2;NA;NA;1;NA;3;NA;2;NA;2;5;NA;NA;1;NA;3;NA;2;NA;2;NA;4;4;NA;2;4;NA;NA;3;NA;1;1;NA;NA;1
415;0,9;0;3;"American";"white";26;"RPG";2;1;0;100;0;NA;0;1;NA;NA;1;1;4;NA;NA;2;1;NA;1;NA;NA;4;NA;4;2;1;1;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;2;1;1;3;1;2;2;NA;NA;NA;2;2;4;NA;NA;NA;NA;4;3;3;2;2;NA;2;NA;1;NA;NA;2;2;NA;3;3;NA;4;NA;5;2;NA;2;NA;NA;5;NA;4;1;1;NA;NA;NA;2;NA;NA;1;2;NA;2
375;1;0;0;"English";"White";22;"RPG";7;1;30;70;0;NA;0;5;NA;NA;5;4;5;NA;4;NA;3;NA;2;NA;NA;3;NA;4;1;1;1;2;1;3;3;2;3;4;2;2;3;1;3;3;4;1;2;4;4;2;4;3;2;1;NA;NA;NA;3;2;2;NA;NA;3;NA;3;5;2;5;NA;NA;NA;4;1;3;NA;NA;1;2;4;NA;NA;NA;3;NA;2;NA;1;2;NA;NA;3;4;2;NA;NA;1;NA;NA;2;NA;1;2;NA;1
346;1;0;0;"Portuguese";"White";24;"Strategy";4;3;40;60;0;NA;0;5;2;NA;NA;2;4;NA;4;NA;3;NA;3;NA;NA;4;3;NA;1;1;1;2;1;1;3;3;3;1;1;1;4;2;2;2;3;2;1;3;1;1;2;1;3;2;NA;2;NA;3;NA;3;4;NA;3;NA;NA;3;2;4;NA;NA;NA;2;1;NA;NA;NA;1;1;4;NA;3;4;NA;NA;2;NA;3;NA;4;3;2;4;NA;NA;NA;1;1;NA;NA;NA;2;1;2;NA
470;1;0;1;"Italian";"White european";28;"MMO or MOBA(Smite)";3;0;100;0;0;NA;0;4;2;NA;NA;3;2;NA;3;NA;4;NA;NA;3;NA;3;NA;3;2;2;1;2;1;2;2;2;1;2;1;2;3;1;2;2;1;1;2;2;1;2;3;2;3;NA;NA;NA;2;3;2;3;3;3;NA;2;NA;NA;3;NA;NA;4;NA;2;1;3;NA;NA;2;4;2;NA;NA;NA;2;4;NA;4;2;NA;NA;NA;NA;5;NA;1;2;NA;NA;2;1;1;2;NA;1;NA
364;0,9;0;0;"USA";"Hispanic";24;"Exploring";4;2;61;39;1;"gold";0;3;NA;NA;5;3;3;NA;NA;2;3;NA;NA;2;NA;4;2;NA;2;1;1;2;1;2;1;3;2;2;2;1;3;1;2;3;2;1;2;2;2;3;3;3;3;2;NA;3;NA;3;NA;3;3;4;NA;2;3;NA;3;NA;NA;NA;2;NA;1;NA;1;NA;1;NA;4;2;5;NA;NA;NA;2;NA;2;NA;4;NA;NA;5;NA;NA;4;3;3;NA;4;NA;1;1;NA;1
943;0,9;0;1;"Italy";"White";42;"Tomb Rider";1;1;60;40;0;NA;0;4;NA;3;NA;5;3;1;NA;NA;4;NA;NA;4;NA;2;1;NA;2;2;1;1;1;1;2;2;3;1;1;1;2;1;1;1;1;1;1;1;1;1;3;2;3;3;NA;NA;3;3;NA;3;2;NA;NA;NA;5;3;3;1;NA;NA;NA;3;1;NA;NA;NA;1;1;2;NA;5;4;NA;5;2;NA;2;NA;NA;NA;NA;5;4;1;4;NA;NA;1;NA;NA;1;1;NA;1
658;1;0;0;"German";"caucasian";19;"Paladins";7;5;67;33;1;"Grandmaster";1;3;2;NA;NA;2;2;NA;NA;2;4;3;NA;NA;NA;2;NA;2;1;3;1;1;1;4;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;3;2;3;NA;NA;3;NA;3;3;3;NA;NA;NA;NA;3;3;3;4;NA;4;3;NA;1;2;NA;NA;2;NA;2;4;3;NA;NA;NA;NA;3;3;2;NA;NA;NA;4;NA;NA;3;NA;2;3;2;2;2;2;NA;NA
1372;0,9;0;0;"Poland";"Poland";18;"League of Legends";12;4;96;4;1;"Platinum";0;5;NA;2;NA;4;2;NA;2;NA;5;NA;3;NA;4;3;NA;NA;1;2;1;2;1;3;2;3;2;1;2;1;2;1;3;3;2;1;2;1;2;3;3;1;2;1;NA;NA;2;NA;2;3;NA;4;NA;2;NA;4;2;3;3;NA;NA;NA;1;NA;NA;NA;3;NA;2;3;3;2;NA;NA;2;NA;2;NA;3;2;NA;4;NA;NA;3;1;2;NA;NA;2;2;2;NA;NA
444;0,9;0;0;"Kiwi";"Hindu";22;"Co-operative FPS (First Person Shooters)";5;4;60;40;0;NA;0;2;NA;NA;5;4;3;1;NA;NA;3;1;NA;NA;NA;2;NA;2;1;1;2;1;1;2;1;1;1;1;1;2;3;1;1;1;1;1;3;1;1;1;2;1;3;2;NA;3;NA;NA;3;3;NA;NA;1;NA;5;4;3;NA;NA;3;NA;1;1;2;NA;2;1;1;3;NA;NA;NA;NA;4;NA;3;2;NA;NA;NA;NA;5;2;NA;NA;1;1;NA;1;1;2;NA;NA;3
2499;1;0;0;"Portuguese";"White";20;"League of Legends";6;2;95;5;0;NA;0;5;NA;NA;3;3;4;NA;NA;4;3;NA;2;NA;4;4;NA;NA;2;2;2;2;1;5;3;3;3;3;2;2;5;3;4;3;3;3;3;3;2;3;4;3;2;NA;3;2;2;NA;NA;2;NA;NA;NA;4;2;5;2;5;4;NA;NA;NA;1;NA;3;3;2;NA;3;2;NA;NA;NA;NA;NA;2;3;1;NA;1;NA;4;NA;NA;4;NA;NA;3;3;NA;1;NA;1;1
909;1;0;1;"Poland";"Poland";20;"fps, moba";12;5;94;6;1;"gold";0;4;NA;4;NA;5;5;NA;NA;2;4;NA;5;NA;NA;3;2;NA;1;2;2;2;1;3;1;1;2;1;1;1;4;1;1;1;4;3;1;1;2;1;3;3;2;1;NA;NA;2;3;NA;4;NA;5;NA;NA;NA;3;3;NA;4;4;NA;2;1;NA;NA;4;4;NA;1;3;NA;NA;2;NA;NA;2;5;1;NA;NA;NA;4;NA;NA;3;NA;1;2;2;NA;1;NA;1;1
511;1;0;0;"Portuguese";"Caucasian";22;"Simulators";7;3;30;70;0;NA;0;5;NA;2;NA;4;5;5;NA;NA;2;2;NA;NA;NA;4;NA;3;3;3;3;2;1;4;1;2;2;1;2;4;4;1;2;3;4;2;1;1;4;2;3;4;3;NA;2;NA;3;NA;2;1;5;4;2;NA;NA;NA;2;NA;5;3;NA;NA;1;NA;2;NA;3;NA;5;NA;4;5;NA;3;NA;NA;4;NA;3;4;NA;5;NA;NA;5;2;2;NA;NA;NA;2;NA;2;1
601;0,8;0;0;"Portuguese";"White";19;"MOBA";3;5;90;10;0;NA;0;5;2;NA;NA;3;2;NA;NA;2;2;2;NA;NA;3;2;NA;NA;1;1;1;2;1;3;3;2;2;2;3;4;2;1;3;3;3;2;3;2;3;2;3;2;2;NA;2;NA;2;NA;2;3;3;NA;2;NA;NA;4;2;3;3;NA;NA;NA;1;NA;NA;NA;3;3;2;3;NA;3;NA;NA;2;NA;4;3;NA;1;3;4;3;NA;NA;2;NA;NA;NA;2;2;2;NA;NA
506;1;0;0;"Chilean";"Latino";25;"Super Smash Bros. Ultimate";3;1;35;65;1;"Platinum";0;4;NA;NA;3;4;5;NA;NA;4;4;NA;2;NA;NA;3;3;NA;1;1;1;1;1;3;3;3;4;2;2;2;5;2;4;3;2;2;2;2;4;2;2;3;3;NA;2;3;NA;3;NA;1;4;5;NA;4;NA;NA;2;NA;NA;3;4;NA;1;NA;NA;NA;4;NA;1;NA;4;2;4;4;NA;NA;2;2;NA;4;2;5;NA;NA;NA;NA;2;NA;1;NA;1;1;NA;1
795;NA;NA;0;"Italian";"White-caucasian";19;"League of Legends";8;4;80;20;0;NA;0;2;4;NA;NA;5;4;NA;5;NA;4;NA;NA;4;NA;5;4;NA;2;2;2;1;1;2;1;3;1;3;2;1;5;1;2;3;4;2;2;4;3;3;4;4;1;1;2;NA;1;NA;NA;4;3;3;4;NA;NA;2;2;NA;NA;4;NA;NA;1;4;NA;2;4;NA;3;NA;NA;NA;2;NA;2;1;2;NA;NA;NA;4;3;NA;2;NA;NA;4;4;NA;1;1;NA;1;NA
753;0,8;0;0;"Portuguese";"White";28;"RPG";2;2;30;70;1;"Platinum 1";0;4;NA;1;NA;3;4;NA;4;NA;3;NA;3;NA;4;4;NA;NA;2;1;1;1;1;2;1;2;3;2;2;1;3;1;2;2;1;1;1;1;1;1;2;1;3;3;3;NA;3;NA;NA;4;NA;NA;NA;NA;4;NA;4;NA;2;4;1;1;1;NA;NA;1;1;NA;5;NA;4;5;NA;5;NA;NA;2;NA;5;NA;3;5;3;1;NA;1;NA;NA;NA;1;1;NA;NA;1
446;1;0;0;"Portuguese";"caucasian";20;"MOBA";2;1;90;10;0;NA;0;4;1;NA;NA;2;4;NA;5;NA;3;2;NA;NA;NA;4;2;NA;1;1;1;1;1;2;2;1;1;1;2;1;4;1;1;1;1;1;1;2;3;2;3;1;3;NA;NA;3;NA;3;2;4;NA;4;NA;NA;2;4;2;2;NA;NA;NA;4;1;3;NA;NA;2;2;5;2;NA;NA;NA;5;1;NA;1;NA;NA;NA;NA;5;4;NA;NA;3;3;NA;4;1;2;NA;1;NA
465;1;0;1;"American (United States)";"Hispanic";34;"Role playing games";4;1;1;99;0;NA;0;1;NA;NA;1;4;3;NA;NA;3;1;NA;1;NA;NA;4;1;NA;1;1;1;2;1;2;1;3;2;2;1;1;4;1;3;4;2;2;1;2;3;2;3;4;2;1;NA;NA;3;NA;2;1;NA;5;3;NA;NA;NA;1;NA;NA;1;4;4;1;NA;NA;5;4;5;1;NA;NA;5;NA;2;NA;NA;4;4;NA;NA;5;4;NA;1;4;NA;NA;4;NA;NA;1;2;1;NA
1061;0,9;0;0;"Polish";"White European";19;"Fps";3;1;80;20;1;"Master guardian elite";0;5;NA;NA;4;2;3;NA;4;NA;4;NA;2;NA;NA;4;2;NA;2;2;2;2;1;1;3;2;3;2;4;3;4;1;3;2;3;1;3;1;2;2;3;1;1;1;NA;NA;1;2;NA;3;3;3;NA;3;NA;5;2;NA;NA;3;NA;NA;0;NA;NA;NA;4;NA;4;4;3;NA;3;NA;2;NA;2;2;NA;NA;NA;4;3;NA;5;2;NA;4;NA;1;2;NA;1;NA
839;1;0;0;"American";"Asian";26;"Rpg";5;7;63;37;0;NA;0;2;NA;3;NA;3;4;NA;4;NA;4;NA;NA;3;3;2;NA;NA;1;2;1;2;1;3;2;3;3;2;2;1;3;1;4;4;3;3;3;3;3;3;4;2;2;NA;NA;1;1;NA;1;2;4;NA;1;3;NA;NA;2;NA;4;NA;5;NA;1;5;4;NA;3;NA;2;3;NA;NA;NA;2;3;NA;5;NA;NA;5;NA;5;NA;NA;3;1;NA;2;NA;NA;2;2;2;NA
767;0,9;0;0;"Chilean";"Caucasian";26;"Mario kart";3;1;60;40;0;NA;0;4;NA;NA;1;1;2;1;NA;NA;2;NA;1;NA;NA;3;1;NA;1;1;1;1;1;1;1;1;2;1;1;1;3;1;1;1;1;1;1;1;2;2;2;3;3;2;2;NA;2;NA;NA;4;NA;NA;NA;2;5;4;3;3;NA;NA;NA;2;1;NA;NA;NA;2;1;5;NA;5;5;NA;NA;NA;4;2;NA;3;NA;NA;5;4;NA;NA;4;3;NA;3;2;2;NA;NA;2
1284;1;0;0;"Swedish";"Swedish and Pinoy";19;"Fps , MOBA , RPG";6;8;90;10;1;"Faceit lvl 10 3000 elo";1;5;NA;NA;4;5;5;5;NA;NA;5;4;NA;NA;NA;5;NA;2;1;1;2;2;1;4;2;4;1;1;3;1;5;1;1;3;1;1;3;1;4;2;4;2;2;1;NA;3;NA;3;NA;5;NA;5;NA;NA;1;5;3;5;NA;NA;NA;3;1;NA;5;NA;3;NA;1;3;NA;4;NA;NA;NA;1;1;3;NA;NA;4;3;2;NA;3;1;NA;NA;NA;1;3;2;NA;NA
790;1;0;0;"American";"Asian";24;"Racing";3;1;20;80;1;"Division 1";1;3;2;NA;NA;2;5;NA;NA;2;5;NA;NA;4;4;2;NA;NA;1;2;1;2;1;3;3;3;1;3;1;1;3;1;1;3;1;1;3;2;1;3;4;1;3;NA;3;3;3;NA;NA;2;NA;NA;NA;NA;3;5;3;NA;1;5;1;NA;1;2;NA;NA;1;2;3;NA;5;NA;NA;NA;1;NA;2;NA;4;NA;NA;3;4;NA;5;2;NA;NA;3;1;2;NA;2;NA
431;1;25;0;"Polish";"White European";22;"Battlefield 5 / Forza Horizon 4";4;1;80;20;0;NA;0;1;NA;NA;2;2;4;NA;NA;3;5;4;NA;NA;NA;4;3;NA;1;1;2;2;1;2;1;1;1;2;1;1;3;1;2;1;1;1;1;2;1;1;3;2;2;NA;NA;2;NA;3;2;3;NA;NA;NA;NA;NA;NA;4;2;1;2;4;3;1;2;1;NA;3;NA;2;NA;NA;NA;4;NA;NA;3;2;NA;4;NA;NA;4;3;2;4;NA;NA;3;NA;NA;1;NA;2;1
1019;1;0;0;"Poland";"White";21;"League of Legends";4;1;70;30;0;NA;1;5;2;NA;NA;4;5;NA;3;NA;2;3;NA;NA;NA;4;NA;4;2;2;1;2;1;2;1;2;2;2;3;2;3;3;2;2;3;3;2;2;3;1;4;2;1;NA;1;NA;1;NA;1;4;3;NA;5;NA;2;NA;4;NA;NA;2;NA;2;1;4;5;4;4;NA;2;NA;NA;NA;NA;NA;NA;2;5;1;NA;NA;4;4;NA;3;NA;NA;NA;4;4;2;1;NA;1;NA
1039;0,9;0;0;"Italian";"White";22;"RPG";4;2;25;75;1;"Senior";0;3;NA;NA;2;2;4;NA;3;NA;3;NA;NA;2;4;5;NA;NA;1;2;1;2;1;2;2;2;2;4;2;2;4;1;2;3;2;1;3;4;3;2;3;3;3;2;NA;NA;NA;3;2;4;3;4;1;NA;NA;NA;5;NA;NA;NA;3;1;1;NA;NA;3;2;2;4;NA;NA;3;NA;NA;NA;NA;3;3;4;NA;5;5;1;NA;NA;NA;NA;1;1;1;2;1;NA;NA
605;1;0;0;"Portuguese";"White";36;"RPG";2;1;15;85;0;NA;0;3;NA;2;NA;4;1;NA;1;NA;1;2;NA;NA;3;3;NA;NA;1;1;1;1;1;3;2;2;2;3;3;3;1;2;3;2;3;3;2;2;1;3;5;4;3;NA;3;NA;3;3;NA;1;4;NA;1;2;NA;NA;2;3;NA;NA;NA;1;1;3;NA;2;2;NA;3;NA;5;NA;NA;NA;NA;1;2;3;NA;5;NA;5;3;NA;NA;NA;3;NA;2;NA;1;2;NA;1
660;0,9;0;0;"Portuguese";"White Caucasian";25;"Dark Souls";6;1;70;30;0;NA;0;5;5;NA;NA;5;5;NA;5;NA;5;NA;5;NA;NA;5;1;NA;1;3;3;3;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;3;1;3;3;NA;NA;NA;3;3;5;NA;NA;NA;1;5;NA;5;NA;1;5;1;NA;1;NA;NA;NA;1;NA;5;1;5;NA;5;1;5;NA;5;NA;NA;5;5;5;1;1;NA;NA;NA;NA;NA;1;1;NA;NA;1
524;1;0;0;"Portuguese";"Whitefps";18;"fps and mobas";5;2;100;0;0;NA;0;4;2;NA;NA;4;4;NA;4;NA;4;NA;NA;2;NA;4;NA;3;1;1;1;2;1;2;3;4;3;4;3;2;4;3;3;4;3;2;3;3;3;3;4;1;3;2;2;NA;3;NA;NA;3;NA;NA;4;NA;4;4;3;4;NA;NA;4;NA;1;NA;NA;4;4;4;2;NA;3;NA;NA;NA;NA;2;1;1;NA;NA;5;5;NA;NA;4;1;NA;NA;1;2;1;1;NA;NA
1129;1;0;0;"Portuguese";"White";23;"FPS";3;5;90;10;1;"Global Elite";1;5;4;NA;NA;4;4;2;NA;NA;5;NA;NA;4;3;3;NA;NA;2;2;2;2;1;2;3;2;3;3;3;1;3;1;3;3;3;1;3;3;2;3;4;3;2;NA;NA;1;NA;2;1;4;NA;3;NA;NA;NA;2;4;4;NA;NA;3;1;1;1;NA;NA;1;1;2;NA;NA;3;NA;NA;NA;2;1;NA;4;NA;5;5;3;1;NA;NA;1;NA;NA;1;1;NA;1;NA
1108;1;0;0;"Poland";"White";19;"league of legends";4;10;90;10;0;NA;1;5;3;NA;NA;3;5;NA;4;NA;4;NA;2;NA;NA;5;3;NA;1;1;1;1;1;3;1;3;2;4;2;1;3;1;3;2;3;1;2;3;3;2;3;3;3;3;NA;3;NA;3;NA;3;NA;4;2;2;NA;NA;5;NA;4;NA;2;NA;1;NA;NA;1;2;2;4;NA;NA;3;NA;4;NA;NA;2;NA;1;NA;NA;4;NA;2;NA;2;2;2;NA;NA;1;2;NA;1
630;1;0;0;"Portuguese";"White European";19;"FPS Games";4;1;100;0;0;NA;0;5;2;NA;NA;4;5;NA;4;NA;4;NA;NA;4;4;2;NA;NA;1;2;1;2;1;2;1;3;3;2;4;1;2;1;3;3;2;2;3;3;3;2;4;2;3;2;NA;3;NA;3;NA;4;NA;2;NA;NA;NA;NA;4;3;NA;5;4;4;1;NA;2;NA;2;NA;4;3;NA;NA;4;NA;2;2;1;NA;NA;3;NA;4;3;NA;NA;NA;NA;4;2;NA;3;3;NA;2
461;1;0;0;"American";"White";29;"Fortnite";3;1;60;40;1;"Master";0;3;2;NA;NA;2;1;2;NA;NA;5;NA;NA;4;NA;3;2;NA;1;1;1;2;1;2;1;1;1;2;1;1;1;1;2;1;1;2;1;2;1;3;3;1;2;NA;3;NA;2;NA;3;4;2;NA;1;2;4;2;4;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;4;NA;5;4;NA;NA;NA;2;2;3;NA;4;3;3;NA;NA;NA;NA;NA;1;2;1;2;NA;2;NA
760;1;5;0;"Greek";"White";23;"MOBA";6;0;75;25;0;NA;0;4;NA;NA;2;4;3;4;NA;NA;3;2;NA;NA;NA;3;NA;1;1;2;3;2;1;3;3;4;4;4;4;1;3;4;3;4;4;3;3;3;4;4;4;4;2;2;NA;2;NA;3;NA;2;3;4;NA;3;NA;NA;2;NA;4;NA;NA;3;1;3;NA;NA;4;NA;3;NA;1;2;NA;NA;NA;NA;4;2;1;NA;2;4;4;2;NA;NA;NA;3;NA;NA;2;1;2;NA
627;1;0;0;"British";"White/Caucasian";18;"Rocket League or MMO's";5;3;95;5;0;NA;0;5;3;NA;NA;2;5;NA;NA;3;2;2;NA;NA;4;4;NA;NA;2;3;3;3;1;4;2;4;3;4;2;1;5;1;3;3;4;1;3;3;5;3;4;4;3;NA;NA;3;NA;3;3;4;NA;5;NA;NA;4;NA;3;NA;NA;4;1;2;1;NA;4;NA;1;NA;4;4;NA;NA;2;NA;3;NA;3;NA;2;NA;NA;5;NA;1;1;1;NA;1;NA;NA;1;2;NA;3
658;1;0;1;"Portuguese";"Caucasian";21;"Brawlhalla";2;3;80;20;0;NA;0;3;NA;1;NA;2;2;1;NA;NA;4;4;NA;NA;3;2;NA;NA;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;3;1;1;1;1;2;2;3;2;2;2;2;NA;3;NA;NA;2;NA;5;NA;NA;2;2;3;NA;NA;NA;3;4;1;NA;1;NA;4;NA;1;3;NA;NA;3;2;NA;NA;4;2;NA;3;2;4;NA;NA;NA;NA;NA;4;1;NA;1;1;NA;1
