"duration";"Q_RecaptchaScore";"Q_RelevantIDFraudScore";"gender";"nationality";"ethnicity";"age";"preferred_game_name";"gaming_time";"gaming_related_activities_time";"online_gaming_time";"offline_gaming_time";"playing_esports";"rank";"team_membership";"playing_with_offline_friends";"MOGQ_social1";"MOGQ_social2";"MOGQ_social3";"MOGQ_social4";"MOGQ_escape1";"MOGQ_escape2";"MOGQ_escape3";"MOGQ_escape4";"MOGQ_competition1";"MOGQ_competition2";"MOGQ_competition3";"MOGQ_competition4";"MOGQ_coping1";"MOGQ_coping2";"MOGQ_coping3";"MOGQ_coping4";"IGCQ_1";"IGCQ_2";"IGCQ_3";"IGCQ_4";"attention_check_1";"IGDS9SF_1";"IGDS9SF_2";"IGDS9SF_3";"IGDS9SF_4";"IGDS9SF_5";"IGDS9SF_6";"IGDS9SF_7";"IGDS9SF_8";"IGDS9SF_9";"GDT_1";"GDT_2";"GDT_3";"GDT_4";"IGD_alternative_criterion2";"IGD_alternative_criterion5";"IGD_alternative_criterion6";"IGD_alternative_criterion3";"IGD_alternative_craving";"IGD_alternative_health";"BFRS_1";"BFRS_2";"BFRS_3";"BFRS_4";"BFRS_5";"BFRS_6";"BFRS_7";"BSCS_1";"BSCS_2";"BSCS_3";"BSCS_4";"BSCS_5";"BSCS_6";"BSCS_7";"BSCS_8";"BSCS_9";"BSCS_10";"BSCS_11";"BSCS_12";"BSCS_13";"attention_check_2";"neuroticism_1";"neuroticism_2";"neuroticism_3";"neuroticism_4";"neuroticism_5";"neuroticism_6";"neuroticism_7";"neuroticism_8";"neuroticism_9";"neuroticism_10";"DJGLS_1";"DJGLS_2";"DJGLS_3";"DJGLS_4";"DJGLS_5";"DJGLS_6";"harm_avoidance_1";"harm_avoidance_2";"harm_avoidance_3";"harm_avoidance_4";"harm_avoidance_5";"harm_avoidance_6";"harm_avoidance_7";"harm_avoidance_8";"harm_avoidance_9";"harm_avoidance_10";"BAS_reward_1";"BAS_reward_2";"BAS_reward_3";"BAS_reward_4";"BAS_reward_5"
395;1;0;0;"British";"White";18;"Rocket league";2;3;50;50;0;NA;0;4;1;NA;NA;2;4;NA;5;NA;3;NA;NA;3;NA;4;1;NA;1;1;1;1;1;1;1;2;2;2;1;1;4;1;2;1;2;1;2;2;2;1;3;1;2;1;NA;NA;2;2;NA;2;4;NA;NA;NA;3;NA;2;4;NA;3;NA;1;1;4;NA;4;4;NA;2;1;NA;NA;NA;NA;NA;NA;4;1;2;NA;NA;2;4;NA;NA;NA;2;4;2;NA;1;2;2;NA
1644;1;5;0;"greek";"greek";18;"MOBA";3;4;59;41;0;NA;0;5;NA;NA;1;2;2;1;NA;NA;3;1;NA;NA;1;1;NA;NA;1;1;1;1;1;2;1;1;1;2;3;3;1;1;1;2;2;1;1;3;2;1;2;2;2;1;3;NA;NA;3;NA;3;NA;NA;NA;4;NA;NA;3;NA;4;4;5;3;1;NA;3;NA;4;NA;3;NA;3;5;NA;3;NA;NA;2;4;NA;NA;2;2;4;NA;4;NA;3;NA;NA;2;2;NA;NA;1
489;1;0;0;"Scottish";"Celt";47;"TES5 Skyrim";2;1;30;70;0;NA;1;3;2;NA;NA;3;5;NA;NA;4;2;NA;2;NA;NA;5;NA;5;1;2;1;2;1;3;4;2;3;4;3;3;4;3;3;3;3;2;4;3;4;3;4;3;2;NA;2;NA;NA;3;2;2;NA;NA;NA;4;NA;5;2;4;4;4;NA;NA;1;NA;1;NA;3;NA;2;4;5;NA;NA;4;NA;2;2;NA;NA;1;NA;4;NA;NA;NA;1;3;4;NA;1;1;NA;1;NA
429;1;0;0;"British";"Chinese";30;"FIFA";1;2;50;50;0;NA;0;4;NA;NA;2;2;3;2;NA;NA;2;2;NA;NA;NA;1;NA;1;1;1;1;2;1;2;3;2;2;2;2;2;3;1;2;3;4;3;3;3;2;2;3;1;3;NA;3;2;NA;NA;3;4;NA;NA;1;NA;NA;4;3;NA;3;3;2;NA;1;NA;NA;NA;2;5;3;NA;3;4;NA;2;NA;4;4;NA;NA;NA;4;5;NA;1;NA;NA;NA;1;1;NA;2;NA;3;3
824;1;0;0;"Polish";"White";23;"MMORPG, MOBA, online games mostly";13;10;90;10;1;"Diamond";0;3;3;NA;NA;4;4;NA;NA;2;5;NA;NA;2;4;2;NA;NA;1;3;3;2;1;5;1;3;3;2;4;3;2;2;2;4;5;5;2;1;4;3;5;5;2;2;2;NA;NA;NA;3;2;NA;5;5;NA;NA;NA;1;5;NA;2;4;NA;1;3;2;NA;3;NA;4;3;NA;NA;NA;2;NA;NA;2;NA;3;NA;NA;5;5;NA;4;3;NA;4;NA;1;2;NA;NA;1
495;1;0;0;"Portuguese";"White";30;"MOBA";3;5;100;0;1;"Gold";0;5;NA;1;NA;3;2;NA;NA;2;5;NA;NA;3;NA;1;1;NA;1;2;1;1;1;2;2;3;2;2;1;1;2;2;2;2;2;2;1;2;2;2;3;2;3;NA;3;NA;3;3;NA;3;NA;NA;1;2;NA;NA;4;NA;2;4;2;NA;1;NA;1;NA;1;1;3;5;NA;NA;NA;NA;2;NA;2;4;NA;5;2;4;NA;2;NA;1;NA;NA;NA;1;1;NA;NA;2
1988;1;0;0;"English";"White British";24;"RTS/Grand Strategy";4;2;10;90;0;NA;0;1;NA;NA;2;2;1;NA;2;NA;2;NA;NA;2;NA;2;1;NA;1;1;1;1;1;2;2;2;2;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;1;NA;NA;1;1;1;NA;4;NA;2;NA;NA;NA;3;4;NA;4;3;2;NA;1;NA;NA;3;3;NA;3;NA;3;NA;3;NA;NA;4;3;NA;4;NA;4;3;NA;3;NA;NA;3;NA;2;2;2;2;NA;NA
1040;1;0;0;"Polish";"white";27;"Genshin Impact/RPG";6;1;35;65;0;NA;0;3;NA;NA;2;2;4;NA;NA;4;2;3;NA;NA;NA;3;3;NA;2;1;2;2;1;4;3;3;3;2;4;2;5;2;3;3;3;2;3;2;4;3;4;4;2;NA;1;1;NA;NA;2;3;3;5;NA;4;NA;NA;2;NA;NA;NA;2;2;1;4;NA;NA;2;1;2;NA;3;NA;NA;NA;5;NA;5;3;NA;2;4;4;NA;2;NA;NA;2;NA;NA;NA;2;2;NA;2
405;1;5;0;"Greek";"Greek";25;"Battle Royal";2;1;90;10;1;"Platinum";1;4;NA;NA;4;4;3;NA;4;NA;5;NA;4;NA;5;4;NA;NA;2;2;2;3;1;3;2;2;3;3;4;3;4;4;3;4;4;4;3;5;2;3;4;4;2;NA;NA;2;3;NA;2;3;4;5;NA;5;NA;NA;2;5;NA;NA;NA;4;0;NA;2;NA;4;NA;2;NA;NA;2;3;3;NA;NA;4;4;NA;1;3;3;NA;NA;4;3;NA;NA;NA;1;1;NA;1;NA
522;0,8;0;1;"Portuguese";"White/Caucasian";22;"MOBA";6;12;95;5;0;NA;0;5;NA;NA;5;1;5;2;NA;NA;4;NA;1;NA;NA;5;1;NA;1;1;1;3;1;1;4;3;1;1;1;1;5;1;3;1;1;1;4;1;1;4;5;4;3;NA;NA;3;3;NA;3;4;1;3;NA;NA;5;NA;4;1;NA;NA;NA;1;1;NA;1;NA;1;NA;3;NA;NA;4;5;2;NA;NA;1;1;NA;NA;NA;5;NA;1;NA;NA;3;1;1;NA;1;1;1;NA
487;1;0;0;"British";"White";24;"Overwatch";4;5;90;10;0;NA;0;2;NA;NA;4;3;4;NA;NA;4;4;5;NA;NA;NA;5;4;NA;1;2;2;2;1;4;4;4;3;4;3;2;4;1;3;4;4;4;4;4;2;3;4;5;2;2;NA;2;NA;NA;2;4;3;3;NA;4;4;NA;5;NA;NA;NA;NA;4;1;NA;1;NA;1;NA;4;NA;5;5;NA;2;1;NA;1;NA;NA;2;NA;4;2;NA;4;2;NA;NA;NA;NA;1;1;1;NA
599;1;0;1;"Poland";"white";20;"counter-strike";3;2;80;20;0;NA;0;4;3;NA;NA;4;5;1;NA;NA;4;NA;3;NA;4;2;NA;NA;2;2;1;2;1;3;2;2;2;3;3;2;3;2;2;2;2;1;2;3;3;3;3;2;3;NA;3;3;NA;NA;3;3;NA;NA;1;3;NA;4;3;NA;2;NA;3;NA;1;2;NA;1;3;NA;3;NA;NA;4;NA;NA;NA;2;2;NA;3;NA;NA;4;3;NA;3;NA;2;NA;2;1;1;NA;NA;1
857;1;5;0;"greek";"greek";26;"trading card games";2;0;80;20;0;NA;0;3;1;NA;NA;1;5;NA;5;NA;4;4;NA;NA;NA;3;NA;4;1;1;1;2;1;3;4;2;4;1;1;1;5;1;2;2;1;1;4;1;1;4;4;3;2;NA;2;NA;2;1;NA;2;NA;NA;1;NA;3;3;4;NA;NA;4;5;NA;1;NA;NA;3;2;NA;2;NA;NA;2;1;NA;NA;3;4;NA;3;2;NA;5;NA;1;4;NA;NA;NA;1;1;1;1;NA;NA
671;1;0;0;"Polish";"Polish";20;"Minecraft";8;9;90;10;0;NA;0;5;1;NA;NA;2;4;NA;4;NA;4;NA;NA;2;NA;5;4;NA;1;1;2;1;1;4;5;3;5;2;5;5;4;3;5;4;5;4;5;2;4;3;3;5;2;NA;NA;2;2;NA;2;4;NA;NA;3;NA;4;NA;1;5;NA;3;5;NA;1;NA;NA;NA;4;NA;1;4;NA;2;2;NA;NA;5;5;NA;1;NA;5;4;NA;NA;NA;2;1;2;NA;NA;2;NA;1;1
532;1;0;0;"Chilean";"Mestizo";20;"RPG";1;1;5;95;0;NA;0;2;1;NA;NA;1;3;1;NA;NA;1;1;NA;NA;4;5;NA;NA;1;1;2;1;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;2;2;2;2;1;2;1;1;NA;NA;2;NA;5;NA;2;2;NA;NA;4;4;NA;4;NA;3;NA;1;3;NA;3;3;NA;3;NA;NA;NA;3;NA;3;NA;3;3;NA;1;NA;5;3;NA;3;1;NA;NA;NA;NA;2;2;2;NA
382;1;0;0;"Dutch";"Dutch";27;"League of legends";2;2;50;50;1;"Platinum";0;2;NA;NA;2;2;4;NA;NA;3;4;3;NA;NA;NA;3;1;NA;1;1;1;1;1;2;2;1;2;3;1;2;3;1;2;3;2;1;2;2;3;1;2;2;2;2;NA;NA;2;2;NA;2;3;NA;NA;NA;3;4;2;NA;4;NA;3;NA;1;NA;3;NA;3;NA;4;1;NA;NA;2;NA;3;NA;3;4;NA;5;3;4;2;2;NA;NA;NA;NA;NA;3;3;NA;NA;3
513;0,8;0;1;"Portuguese";"White/Caucasian";24;"Adventure";2;3;86;14;0;NA;0;2;NA;NA;3;3;4;NA;NA;5;2;4;NA;NA;3;5;NA;NA;1;2;1;1;1;2;1;3;3;2;2;1;3;1;4;3;2;1;3;1;2;3;3;2;2;1;NA;NA;2;2;NA;3;4;NA;2;2;NA;NA;3;4;NA;NA;NA;2;1;NA;NA;NA;4;NA;3;5;3;NA;3;NA;2;NA;2;3;NA;NA;NA;4;NA;NA;5;2;2;NA;3;1;1;1;NA;NA
598;1;0;0;"Portuguese";"White";19;"Strategy";2;8;90;10;0;NA;0;5;NA;4;NA;4;3;NA;1;NA;2;NA;NA;1;4;3;NA;NA;1;1;1;3;1;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1;3;2;2;4;2;NA;NA;2;2;3;NA;4;NA;2;NA;NA;5;NA;3;4;NA;5;2;NA;1;2;NA;NA;2;1;4;NA;NA;4;NA;NA;NA;5;3;NA;3;NA;2;4;5;NA;5;NA;2;NA;NA;NA;1;NA;1;1
541;0,9;0;1;"China";"Asia";32;"Video game";1;2;0;100;0;NA;0;3;1;NA;NA;1;4;NA;NA;4;1;1;NA;NA;NA;4;NA;4;1;1;1;1;1;1;1;2;1;2;1;1;3;1;2;2;2;1;3;2;1;2;3;1;2;1;2;NA;2;NA;NA;4;3;NA;NA;2;NA;NA;3;NA;2;NA;3;2;1;NA;NA;NA;4;2;4;2;4;NA;NA;NA;NA;3;3;NA;2;NA;5;5;2;NA;NA;1;2;NA;NA;1;1;NA;NA;2
868;1;0;0;"Spain";"Hispanic";16;"Rpg";3;6;25;75;0;NA;0;5;1;NA;NA;3;3;NA;NA;2;2;NA;NA;2;NA;5;NA;4;1;3;1;2;1;2;2;2;3;3;1;2;3;1;3;2;1;1;1;3;1;2;3;2;3;3;3;NA;3;NA;NA;2;4;NA;NA;NA;5;NA;4;NA;5;3;NA;4;1;2;NA;NA;2;4;5;4;NA;NA;NA;3;NA;NA;4;NA;2;NA;NA;4;3;NA;NA;NA;4;4;2;1;1;NA;NA;1
514;1;0;0;"Mexican";"Hispanic";19;"Action";1;0;25;75;0;NA;1;5;NA;1;NA;1;2;NA;3;NA;4;2;NA;NA;NA;2;1;NA;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;2;1;2;2;1;1;1;3;2;2;NA;3;NA;3;2;NA;3;NA;NA;NA;NA;4;4;2;NA;3;NA;3;3;0;4;NA;1;1;NA;4;NA;NA;NA;5;4;NA;2;2;NA;NA;NA;NA;2;NA;3;5;NA;NA;4;4;NA;1;2;NA;1
432;1;0;0;"Italian";"Caucasian";23;"Role playing games";2;1;31;69;1;"Diamond";0;4;NA;NA;1;4;4;NA;4;NA;2;NA;NA;2;2;4;NA;NA;1;2;1;2;1;3;4;4;3;5;4;3;5;5;4;5;5;4;1;5;3;2;2;4;2;NA;2;1;NA;NA;1;2;NA;3;1;3;NA;4;1;NA;NA;NA;NA;1;1;4;NA;NA;2;NA;2;4;1;NA;NA;NA;1;2;4;NA;NA;1;NA;4;3;NA;NA;NA;2;2;NA;NA;2;4;2;NA
340;0,7;NA;0;"Polish";"White";25;"League of Legends";1;3;89;11;0;NA;0;5;NA;2;NA;4;4;NA;NA;4;3;NA;NA;3;NA;4;1;NA;1;1;1;1;1;2;2;3;3;4;1;1;3;1;3;4;3;3;1;2;3;2;3;4;2;1;2;NA;NA;NA;1;4;NA;4;5;NA;3;NA;3;5;NA;2;NA;NA;1;4;3;NA;4;NA;1;NA;3;NA;NA;NA;NA;4;1;2;NA;2;2;1;NA;3;2;NA;NA;NA;NA;NA;1;2;1;NA
3044;1;0;0;"Italy";"caucasian";22;"League of Legends";7;6;90;10;0;NA;0;3;NA;5;NA;5;5;NA;NA;2;5;NA;4;NA;NA;4;NA;4;1;1;2;1;1;5;3;2;2;3;4;2;3;1;4;3;3;3;3;4;3;4;3;3;2;2;NA;NA;1;2;NA;2;3;5;NA;4;NA;NA;3;NA;3;NA;NA;3;1;3;3;NA;3;NA;3;NA;NA;NA;4;NA;2;NA;4;NA;2;NA;NA;3;4;4;3;NA;NA;NA;3;NA;3;3;3;NA
519;0,8;0;0;"USA";"Germanic";38;"mmorpg";3;1;80;20;1;"Rival";1;2;NA;NA;3;2;2;2;NA;NA;3;3;NA;NA;2;2;NA;NA;1;1;1;1;1;3;3;2;2;2;3;2;2;2;2;3;2;2;4;3;2;2;4;2;3;3;2;NA;NA;NA;3;3;NA;2;3;4;NA;NA;3;NA;5;NA;NA;3;1;NA;5;NA;2;NA;4;5;NA;5;NA;5;NA;NA;2;5;NA;NA;NA;2;NA;5;NA;5;NA;2;4;1;1;NA;NA;1
625;1;0;2;"Mexican";"Hispanic";25;"Action";3;5;15;85;0;NA;0;4;NA;1;NA;1;4;NA;2;NA;3;NA;NA;2;NA;3;NA;3;1;1;2;3;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;3;2;1;1;2;NA;NA;NA;1;3;NA;3;NA;NA;4;5;2;NA;4;3;NA;NA;1;NA;NA;NA;4;4;3;NA;2;3;NA;NA;5;NA;5;2;NA;NA;3;4;NA;1;NA;NA;NA;2;2;2;2;NA;NA;2
751;1;0;1;"British";"Chinese";20;"League of Legends";3;1;90;10;1;"Diamond";1;2;2;NA;NA;4;2;4;NA;NA;1;NA;NA;2;NA;4;NA;4;1;3;1;3;1;3;1;2;1;1;1;1;3;1;1;2;2;1;1;2;1;1;3;1;1;NA;NA;1;1;1;NA;4;2;NA;2;1;NA;NA;3;NA;4;NA;NA;1;1;NA;NA;NA;3;NA;2;NA;4;4;4;NA;NA;2;1;NA;3;4;NA;5;3;NA;4;1;NA;NA;NA;NA;1;2;NA;1
547;0,9;0;0;"Portuguese";"Caucasian";26;"Adventure";2;2;30;70;0;NA;0;2;NA;2;NA;4;2;NA;3;NA;2;NA;1;NA;NA;3;NA;3;1;2;1;2;1;2;2;2;1;2;1;1;3;1;3;3;2;1;1;2;2;2;3;2;3;NA;NA;NA;3;3;3;2;5;5;2;NA;NA;NA;2;NA;NA;2;NA;2;1;NA;NA;3;3;5;2;NA;2;NA;NA;3;NA;NA;4;NA;2;4;NA;4;NA;NA;4;2;NA;1;NA;NA;2;2;1;NA
824;0,9;0;0;"England";"White";18;"League of Legends";3;10;95;5;0;NA;0;2;NA;1;NA;4;4;NA;4;NA;4;NA;2;NA;NA;2;1;NA;1;1;1;2;1;4;3;3;4;5;5;5;4;5;4;5;3;5;2;5;4;4;4;4;1;NA;1;1;NA;NA;1;3;4;NA;2;NA;NA;4;2;NA;4;NA;NA;4;1;NA;NA;3;3;3;2;3;NA;NA;NA;5;5;NA;5;NA;NA;2;2;1;3;NA;NA;NA;NA;NA;4;2;2;NA;NA;2
455;1;0;0;"Canada";"Caucasian";39;"RPG";1;0;50;50;0;NA;0;1;1;NA;NA;1;3;3;NA;NA;2;2;NA;NA;NA;2;NA;2;2;2;1;2;1;3;2;3;3;4;3;2;2;1;3;3;4;2;2;4;4;3;4;4;3;2;NA;2;NA;NA;2;2;4;3;NA;4;NA;NA;2;5;NA;2;NA;NA;1;NA;NA;NA;4;3;3;2;NA;2;NA;NA;3;4;2;NA;NA;2;1;2;4;NA;NA;NA;4;NA;NA;NA;1;NA;1;1
651;1;0;0;"USA";"Asian/Pacific Islander";27;"Adventure";10;1;10;90;1;"Archon/Emerald/Diamond - depends on the game, but they are MOBAs";0;4;NA;2;NA;2;4;NA;NA;4;2;NA;2;NA;NA;5;NA;5;1;1;2;3;1;3;3;3;3;2;3;1;5;1;4;2;3;3;3;2;3;3;4;4;1;NA;1;NA;NA;1;1;3;3;NA;5;NA;4;NA;3;4;NA;NA;2;NA;1;4;NA;NA;1;1;5;NA;NA;4;NA;2;NA;NA;4;2;NA;NA;NA;4;4;NA;NA;3;2;2;NA;NA;1;2;NA;1
760;0,9;0;0;"English";"White & Asian";35;"Battlefield 1 (FPS = First Person Shooter)";2;1;50;50;0;NA;0;3;NA;NA;2;1;1;1;NA;NA;2;2;NA;NA;NA;1;NA;1;1;1;2;1;1;2;1;1;1;3;1;1;1;1;1;2;1;1;1;3;1;1;3;2;2;2;1;2;NA;NA;NA;4;2;NA;NA;NA;4;2;3;NA;1;NA;NA;1;1;2;NA;2;1;NA;4;NA;NA;NA;2;4;NA;3;2;NA;NA;NA;4;5;NA;NA;2;NA;1;NA;1;NA;2;4;3;NA
651;1;0;0;"Poland";"Caucasian";20;"MOBA";5;8;70;30;1;"Diamond";1;5;4;NA;NA;4;3;NA;NA;4;5;NA;4;NA;NA;5;3;NA;2;2;3;2;1;4;2;4;2;3;3;3;5;2;3;3;3;2;2;3;4;4;4;4;3;2;NA;3;3;NA;NA;4;NA;5;NA;5;NA;NA;2;2;3;3;NA;NA;1;3;4;NA;5;NA;1;NA;NA;NA;4;NA;2;2;4;NA;NA;NA;NA;2;5;4;NA;NA;4;NA;3;1;1;NA;NA;1
691;1;0;0;"German";"White/Caucasian";31;"Strategy games";3;3;10;90;0;NA;0;2;2;NA;NA;3;5;NA;NA;5;2;NA;3;NA;NA;5;NA;3;2;2;2;3;1;3;2;4;2;3;2;3;4;2;2;3;2;2;2;3;3;2;4;1;1;NA;NA;1;NA;1;1;1;NA;NA;NA;4;3;NA;2;4;NA;3;5;NA;1;NA;NA;5;4;NA;2;NA;NA;1;1;1;NA;NA;5;NA;2;5;NA;2;NA;NA;NA;3;NA;4;4;1;1;NA;NA;1
276;0,9;0;0;"British";"White";20;"The Sims";1;1;20;80;0;NA;0;2;NA;2;NA;5;2;4;NA;NA;2;NA;4;NA;5;4;NA;NA;2;2;3;2;1;2;1;4;2;1;1;1;5;1;1;2;1;1;2;1;1;1;2;2;2;1;NA;2;2;NA;NA;1;5;5;3;NA;NA;NA;1;NA;NA;NA;5;2;1;5;5;NA;4;NA;2;1;NA;NA;NA;NA;5;5;4;NA;NA;NA;4;5;NA;1;4;NA;3;NA;NA;1;1;2;NA;NA
791;1;0;0;"Portuguese";"Prefer dont say";18;"Counter Strike Global Ofensive";6;4;90;10;0;NA;0;5;2;NA;NA;3;4;NA;NA;2;4;4;NA;NA;NA;3;3;NA;1;2;2;2;1;3;2;2;3;3;1;2;3;1;3;3;4;1;3;3;5;3;3;2;2;2;3;NA;NA;NA;2;3;NA;4;NA;3;NA;NA;1;4;NA;3;2;NA;1;2;4;3;2;NA;4;NA;NA;NA;NA;NA;NA;NA;2;4;4;NA;NA;4;2;2;5;4;NA;NA;NA;NA;2;NA;1;1
505;0,9;0;0;"Portuguese";"White";21;"Counter Strike : Global Offensive";6;3;100;0;1;"Global Elite, Level 10 FACEIT";1;5;NA;NA;3;3;2;NA;3;NA;5;NA;NA;3;4;1;NA;NA;1;3;1;3;1;3;3;2;3;3;3;3;3;1;4;4;4;3;3;4;4;3;3;3;3;NA;3;3;NA;3;NA;2;4;NA;NA;NA;3;NA;1;4;NA;2;NA;5;1;3;NA;NA;4;NA;2;3;NA;3;NA;NA;NA;1;1;1;NA;5;3;5;4;NA;NA;NA;2;NA;NA;1;1;1;NA;NA
984;1;0;0;"Polish";"White European";22;"League of Legends";8;3;75;25;1;"Platinum";0;5;NA;NA;2;3;5;NA;NA;5;4;NA;3;NA;4;3;NA;NA;2;3;2;2;1;3;3;3;3;1;4;1;4;2;4;3;3;3;3;3;4;3;4;4;2;2;NA;2;2;NA;NA;1;NA;4;3;NA;3;4;1;3;NA;NA;NA;NA;1;NA;NA;4;4;2;3;3;NA;NA;NA;2;NA;NA;2;3;NA;NA;2;4;NA;2;NA;NA;2;NA;1;NA;2;NA;1;2
624;1;0;0;"American";"Mexican";30;"3rd Person Shooters";6;5;65;35;0;NA;0;1;2;NA;NA;2;4;4;NA;NA;3;NA;NA;4;NA;4;NA;4;1;2;2;2;1;2;2;3;1;3;1;1;5;1;2;3;2;1;1;2;1;2;3;3;2;NA;NA;NA;2;3;2;2;NA;3;NA;4;NA;5;3;NA;4;NA;NA;2;1;NA;NA;NA;4;5;2;NA;1;NA;1;NA;NA;NA;4;2;2;NA;NA;5;NA;NA;4;1;NA;3;2;NA;1;NA;1;1
625;0,9;0;0;"Canadian";"White";24;"Last of us";2;3;12;88;0;NA;0;3;1;NA;NA;3;4;4;NA;NA;2;NA;NA;2;NA;3;1;NA;1;1;1;1;1;1;1;1;1;2;1;1;4;1;1;2;1;1;1;3;2;2;3;2;3;NA;NA;3;NA;3;3;2;NA;NA;NA;NA;3;4;1;3;NA;3;3;NA;1;1;1;NA;3;NA;2;NA;2;NA;NA;3;1;NA;2;NA;NA;NA;3;5;NA;NA;3;2;1;NA;NA;1;1;NA;NA;1
1491;1;0;0;"Portuguese";"Caucassian White";20;"FPS(First Person Shooter)";10;2;90;10;0;NA;0;5;NA;NA;3;3;3;3;NA;NA;5;4;NA;NA;NA;2;NA;2;2;1;2;3;1;3;2;2;1;3;2;1;3;1;2;2;2;2;2;2;2;2;3;4;2;2;3;NA;2;NA;NA;2;3;5;4;NA;NA;NA;3;3;NA;3;NA;NA;1;NA;3;1;3;NA;3;NA;NA;NA;3;NA;2;2;2;NA;NA;2;3;4;3;NA;NA;NA;2;NA;NA;2;2;NA;2;NA
1027;1;0;0;"United States";"White";19;"Minecraft";6;5;75;25;0;NA;0;4;NA;2;NA;3;2;NA;NA;2;2;NA;3;NA;4;4;NA;NA;2;3;1;2;1;5;3;4;4;2;3;5;4;3;4;3;3;4;4;2;5;4;4;3;2;NA;NA;3;2;2;NA;3;NA;NA;NA;4;NA;NA;2;3;4;3;1;NA;1;2;NA;NA;5;NA;4;4;NA;NA;5;NA;NA;2;2;4;NA;NA;NA;5;2;2;NA;1;NA;3;NA;2;1;NA;NA;2
641;1;0;0;"Polish";"white";21;"League Of Legends";4;6;60;40;1;"Master";1;4;NA;1;NA;1;2;NA;1;NA;4;NA;NA;4;NA;2;1;NA;1;2;1;1;1;3;1;1;2;3;2;1;2;1;2;3;2;2;1;2;3;1;3;2;2;1;NA;3;NA;3;NA;4;3;NA;4;4;NA;NA;3;NA;NA;3;NA;1;1;NA;2;2;1;1;5;NA;NA;NA;NA;NA;NA;NA;1;5;2;NA;3;5;NA;1;NA;3;NA;NA;2;1;2;NA;2;NA
872;1;30;0;"South African";"Black";32;"Street Fighter V";1;0;70;30;1;"Gold";0;4;NA;2;NA;1;1;NA;NA;1;4;3;NA;NA;2;2;NA;NA;1;1;1;2;1;3;1;2;1;2;1;2;1;1;3;3;3;1;1;2;1;2;4;3;3;2;3;NA;NA;3;NA;2;3;3;NA;3;NA;NA;2;3;2;NA;NA;NA;1;2;NA;NA;1;NA;2;NA;NA;2;4;NA;NA;3;1;4;NA;NA;NA;4;4;NA;NA;2;NA;2;1;NA;1;2;1;NA
333;1;0;1;"British";"Black";21;"RPG";3;9;78;22;0;NA;0;2;NA;NA;3;5;5;NA;NA;3;3;NA;2;NA;NA;2;1;NA;1;1;1;2;1;4;2;2;3;1;4;1;4;1;1;3;2;1;2;2;5;2;4;1;3;3;2;2;NA;NA;NA;2;4;1;3;5;NA;NA;1;NA;2;NA;NA;NA;1;4;NA;4;2;NA;4;NA;NA;NA;4;NA;2;NA;3;NA;4;2;1;5;4;NA;4;NA;NA;NA;NA;NA;2;1;NA;1
745;0,9;0;1;"Australian";"Australian";26;"Simulation";2;1;60;40;0;NA;0;5;NA;1;NA;2;4;NA;NA;3;2;2;NA;NA;4;4;NA;NA;2;2;1;2;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;1;1;2;1;2;NA;NA;2;NA;2;2;3;NA;1;NA;1;NA;NA;3;4;NA;NA;2;1;1;NA;2;NA;1;NA;2;NA;NA;3;3;NA;2;NA;2;NA;3;5;NA;5;3;1;NA;NA;NA;NA;1;NA;1;1;NA;1
751;1;0;0;"American";"White";19;"Grand theft auto";3;2;96;4;0;NA;0;5;NA;2;NA;2;1;2;NA;NA;4;NA;3;NA;2;2;NA;NA;1;1;1;2;1;3;2;2;2;2;1;1;4;1;2;3;2;1;3;2;3;3;5;2;2;2;NA;NA;3;2;NA;4;5;NA;4;NA;NA;3;3;NA;4;NA;NA;2;1;3;NA;NA;4;NA;2;3;NA;NA;1;2;NA;3;2;NA;NA;4;NA;4;NA;2;2;NA;NA;NA;4;2;1;NA;1;NA
315;1;0;1;"Polish";"Caucasian";23;"gacha games";3;1;86;14;0;NA;0;2;1;NA;NA;1;4;NA;NA;4;3;4;NA;NA;NA;3;4;NA;1;1;2;2;1;2;2;2;3;3;1;1;4;1;2;3;1;1;3;3;3;2;3;1;1;1;1;NA;1;NA;NA;3;NA;3;NA;NA;3;NA;3;2;4;NA;4;NA;1;NA;5;NA;4;NA;1;NA;3;2;NA;2;NA;NA;4;NA;1;NA;NA;5;NA;1;2;NA;1;3;NA;2;2;NA;3;NA
854;1;0;1;"Poland";"White";20;"League of Legends";3;1;80;20;0;NA;0;4;NA;NA;3;3;5;3;NA;NA;3;NA;NA;5;NA;2;3;NA;2;3;2;2;1;2;3;3;2;3;2;1;3;2;2;2;4;2;3;2;1;2;4;1;1;2;1;NA;NA;2;NA;4;5;NA;5;NA;NA;5;3;NA;2;NA;NA;2;1;2;NA;4;2;NA;2;4;NA;NA;NA;2;NA;4;2;NA;NA;2;NA;4;NA;2;NA;NA;2;2;NA;NA;1;2;NA;1
